Campaign Name,Content Title,Content Network Name,Impression,Quartile100
Rate Realities_News_July 2025,pisode 58,Bell Media,0,0
Rate Realities_News_July 2025,pisode 59,Bell Media,0,0
Rate Realities_News_July 2025,pisode 61,Bell Media,0,0
Rate Realities_News_July 2025,pisode 62,Bell Media,0,0
Rate Realities_News_July 2025,pisode 63,Bell Media,0,0
Rate Realities_News_July 2025,pisode 65,Bell Media,0,0
Rate Realities_News_July 2025,pisode 66,Bell Media,0,0
Rate Realities_News_July 2025,pisode 67,Bell Media,0,0
Rate Realities_News_July 2025,pisode 68,Bell Media,0,0
Rate Realities_News_July 2025,pisode 69,Bell Media,0,0
Rate Realities_News_July 2025,pisode 7,Bell Media,0,0
Rate Realities_News_July 2025,pisode 72,Bell Media,0,0
Rate Realities_News_July 2025,pisode 76,Bell Media,0,0
Rate Realities_News_July 2025,pisode 77,Bell Media,0,0
Rate Realities_News_July 2025,pisode 8,Bell Media,0,0
Rate Realities_News_July 2025,rase una vez en Roma,null,0,0
Rate Realities_News_July 2025,"scar Naranjo, el Superpolic a",null,0,0
Rate Realities_News_July 2025,ukur Cap tulo 1,televisa_univision,0,0
Rate Realities_News_July 2025,ukur Cap tulo 107,televisa_univision,0,0
Rate Realities_News_July 2025,ukur Cap tulo 225,televisa_univision,0,0
Rate Realities_News_July 2025,ukur Cap tulo 251,televisa_univision,0,0
Rate Realities_News_July 2025,ukur Cap tulo 79,televisa_univision,0,0
Rate Realities_News_July 2025,ukur Cap tulo 80,televisa_univision,0,0
Rate Realities_News_July 2025,xitos Latinos,null,0,0
Rate Realities_News_July 2025,xitos Latinos on Fubo Radio,null,0,0
Rate Realities_News_July 2025,xitos Latinos on Fubo Radio,FUBO,0,0
Rate Realities_News_July 2025,y la Torre Eiffel,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y un Santa bailar n,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y un c ctel particular,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y un pirata extra o,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y un sombrero de candelabro,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y un zapato de vidrio,Warner_Brothers_Discovery,0,0
Rate Realities_News_July 2025,y una dieta de comida r pida,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,y zombies bailarines,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,!Bichos! Una Aventura en la Selva^,Estrella Media,0,0
Rate Realities_News_July 2025,!Cuando un Timador Viste de Estrella! - Nueva Era - Episodio 18^,Estrella Media,0,0
Rate Realities_News_July 2025,!El Gran Estreno!^,Estrella Media,0,0
Rate Realities_News_July 2025,!Invitado De Lujo: Eduin Caz!^,Estrella Media,0,0
Rate Realities_News_July 2025,!La Cuarta Noche de Semifinales! - Nueva Era - Episodio 24^,Estrella Media,0,0
Rate Realities_News_July 2025,!La Gran Final! - Nueva Era - Episodio 25^,Estrella Media,0,0
Rate Realities_News_July 2025,!La Tercera Noche de Semifinales! - Nueva Era - Episodio 23^,Estrella Media,0,0
Rate Realities_News_July 2025,!Luciendo Como Nunca!^,Estrella Media,0,0
Rate Realities_News_July 2025,!Marcando La Diferencia!^,Estrella Media,0,0
Rate Realities_News_July 2025,!Peleando Al Duro Y Sin Guante!^,Estrella Media,0,0
Rate Realities_News_July 2025,!Poniendo A Bailar A Ana Barbara!^,Estrella Media,0,0
Rate Realities_News_July 2025,!Premios de la Radio Vs Trump!^,Estrella Media,0,0
Rate Realities_News_July 2025,!Segunda Noche De Semifinales!^,Estrella Media,0,0
Rate Realities_News_July 2025,!Todo Por El Pase A Cuartos!^,Estrella Media,0,0
Rate Realities_News_July 2025,!Victoria del Rosal Esta De Vuelta..!^,Estrella Media,0,0
Rate Realities_News_July 2025,!Voz de Mando y Cumbre Nortena Llegan con Todo!^,Estrella Media,0,0
Rate Realities_News_July 2025,""" ... the ruthless pursuit of blood with all a child's demanding""",null,0,0
Rate Realities_News_July 2025,"""A vile hunger for your hammering heart""",null,0,0
Rate Realities_News_July 2025,"""A"" Is for Aardvark",null,0,0
Rate Realities_News_July 2025,"""And that's the end of it. There's nothing else""",null,0,0
Rate Realities_News_July 2025,"""Baby"" Doll Don't Mean ""Baby""",null,0,0
Rate Realities_News_July 2025,"""Baby"" Doll Don't Mean ""Baby""",A&E Network,0,0
Rate Realities_News_July 2025,"""Baby"" Doll Don't Mean ""Baby""",AE TELEVISION NETWORKS Fast,0,0
Rate Realities_News_July 2025,"""Bear"" Morabito v ""Milo"" Belle",FoxDigital,0,0
Rate Realities_News_July 2025,"""Best Of"" Special - 3",null,0,0
Rate Realities_News_July 2025,"""Best Of"" Special - 4",null,0,0
Rate Realities_News_July 2025,"""Best Of"" Special - 5",null,0,0
Rate Realities_News_July 2025,"""Best Of"" Special - 6",null,0,0
Rate Realities_News_July 2025,"""C-Body"" Road Runner",null,0,0
Rate Realities_News_July 2025,"""C-Body"" Road Runner",Warner Bros Discovery,0,0
Rate Realities_News_July 2025,"""C-Body"" Road Runner",Warner Brothers Discovery,0,0
Rate Realities_News_July 2025,"""C-Body"" Road Runner",Warner_Brothers_Discovery,0,0
Rate Realities_News_July 2025,"""Click-to-Cancel"" canceled: What's next?",MorganMurphyMedia,0,0
Rate Realities_News_July 2025,"""Decisiones De Infarto""^",Estrella Media,0,0
Rate Realities_News_July 2025,"""Don't Do it Neva""",aenetwork,0,0
Rate Realities_News_July 2025,"""Explore This""",null,0,0
Rate Realities_News_July 2025,"""Eye of the Storm"" Live Performance By Ryan Stevenson | Huckabee's Jukebox",TBN,0,0
Rate Realities_News_July 2025,"""Higher and Higher"" Live Performance & Interview with Bobby Wilson | Huckabee's Jukebox",TBN,0,0
Rate Realities_News_July 2025,"""I could not prevent it""",null,0,0
Rate Realities_News_July 2025,"""Jugando con Estrategia se Llega mas Lejos""^",Estrella Media,0,0
Rate Realities_News_July 2025,"""Kill""igraphy",Filmrise,0,0
Rate Realities_News_July 2025,"""KnuckleBuster"" Returns",null,0,0
Rate Realities_News_July 2025,"""KnuckleBuster"" Returns",SPEEDVISION,0,0
Rate Realities_News_July 2025,"""Las Rimas Del Millon De Pesos""^",Estrella Media,0,0
Rate Realities_News_July 2025,"""Let Me At Her!""",null,0,0
Rate Realities_News_July 2025,"""Let Me At Her!""",NOSEY,0,0
Rate Realities_News_July 2025,"""Let Me At Her!""",Nosey,0,0
Rate Realities_News_July 2025,"""Lights, Camera, Vegas"" with Rachel Smith Episode 4",null,0,0
Rate Realities_News_July 2025,"""Like angels put in Hell by God""",null,0,0
Rate Realities_News_July 2025,"""Like the light by which God made the world before he made light""",null,0,0
Rate Realities_News_July 2025,"""Lilo & Stitch""",null,0,0
Rate Realities_News_July 2025,"""Mad Dog"" Sullivan",null,0,0
Rate Realities_News_July 2025,"""Moonies""",null,0,0
Rate Realities_News_July 2025,"""Mr. President"" Meets the ""Beverly Hillbilly""",null,0,0
Rate Realities_News_July 2025,"""NO MORE TALKIN'!"" Things Get REAL For Shedeur & Deion Sanders! Huge Win Streak SNAPPED!?^",null,0,0
Rate Realities_News_July 2025,"""NO MORE TALKIN'!"" Things Get REAL For Shedeur & Deion Sanders! Huge Win Streak SNAPPED!?^",victoryplus,0,0
Rate Realities_News_July 2025,"""Next-Door Nemesis""",OTT-CMS,0,0
Rate Realities_News_July 2025,"""O""",cirquedusoleilcp,0,0
Rate Realities_News_July 2025,"""O""   Flow",cirquedusoleilcp,0,0
Rate Realities_News_July 2025,"""O"", Saltimbanco &  Twas The Night Before",cirquedusoleilcp,0,0
Rate Realities_News_July 2025,"""Old School"" Convicts",null,0,0
Rate Realities_News_July 2025,"""Potato Bugs and Cows"" Opera",PBS,0,0
Rate Realities_News_July 2025,"""Send Him or Extend Him?"": What to do with Cedric Mullins and other Orioles at the deadline",ABC,0,0
Rate Realities_News_July 2025,"""Show-Me"" State Dream Home",WBD Discovery,0,0
Rate Realities_News_July 2025,"""Show-Me"" State Dream Home",wbddiscovery,0,0
Rate Realities_News_July 2025,"""Sisterhood Of Sleuths""",OTT-CMS,0,0
Rate Realities_News_July 2025,"""Soft"" Kill/Unsolved (#44)",aenetwork,0,0
Rate Realities_News_July 2025,"""Sucker Punch"" Powerplant",null,0,0
Rate Realities_News_July 2025,"""Sucker Punch"" Powerplant",Power Nation Studios,0,0
Rate Realities_News_July 2025,"""Sucker Punch"" Powerplant",RaycomSportsFast,0,0
Rate Realities_News_July 2025,"""Sucker Punch"" Powerplant",powernationstudios,0,0
Rate Realities_News_July 2025,"""Sucker Punch"" Powerplant",raycomsports,0,0
Rate Realities_News_July 2025,"""Survivor"" Betty",null,0,0
Rate Realities_News_July 2025,"""The Nervous Game""",null,0,0
Rate Realities_News_July 2025,"""Todo Por La Plata""^",Estrella Media,0,0
Rate Realities_News_July 2025,"""Una Cuestion De Nervios""^",Estrella Media,0,0
Rate Realities_News_July 2025,"""Vintage"" Wine Fraud",null,0,0
Rate Realities_News_July 2025,"""World Championship Boxing: Gennady Golovkin vs. Willie Monroe, Jr. and Roman Gonzalez vs. Edgar Sosa",Warner_Brothers_Discovery,0,0
Rate Realities_News_July 2025,"""Worst Expedition Ever?""^5",null,0,0
Rate Realities_News_July 2025,#1 Baylor & Britney Griner vs. #2 UConn (12.18.11) Basketball Replay,null,0,0
Rate Realities_News_July 2025,#1 Baylor & Britney Griner vs. #2 UConn (12.18.11) Basketball Replay,raycom,0,0
Rate Realities_News_July 2025,#1 Cheerleader Camp,The Asylum,0,0
Rate Realities_News_July 2025,#1 Cheerleader Camp,ZONE TV,0,0
Rate Realities_News_July 2025,"#101 - 100: Toyota Arena in Ontario, CA",NetComCableTV,0,0
Rate Realities_News_July 2025,"#102 - Curtis Culwell Center in Garland, TX",NetComCableTV,0,0
Rate Realities_News_July 2025,"#104 - Byline Bank Aragon Ballroom in Chicago, IL",null,0,0
Rate Realities_News_July 2025,"#104 - Byline Bank Aragon Ballroom in Chicago, IL",NetComCableTV,0,0
Rate Realities_News_July 2025,"#1349 - Bridgestone Arena in Nashville, TN",NetComCableTV,0,0
Rate Realities_News_July 2025,"#1350 - Frost Bank Center in San Antonio, TX",NetComCableTV,0,0
Rate Realities_News_July 2025,"#296 - Fyter Fest: Mission Ballroom in Denver, CO",null,0,0
Rate Realities_News_July 2025,"#296 - Fyter Fest: Mission Ballroom in Denver, CO",NetComCableTV,0,0
Rate Realities_News_July 2025,"#298 - Grand Slam: Mexico: Arena M xico in Mexico City, Mexico",NetComCableTV,0,0
Rate Realities_News_July 2025,"#300 - 300: Toyota Arena in Ontario, CA",NetComCableTV,0,0
Rate Realities_News_July 2025,"#301 - Curtis Culwell Center in Garland, TX",NetComCableTV,0,0
Rate Realities_News_July 2025,"#302 - Byline Bank Aragon Ballroom in Chicago, IL",NetComCableTV,0,0
Rate Realities_News_July 2025,#401,null,0,0
Rate Realities_News_July 2025,#401,NetComCableTV,0,0
Rate Realities_News_July 2025,#402,null,0,0
Rate Realities_News_July 2025,#402,NetComCableTV,0,0
Rate Realities_News_July 2025,#404,NetComCableTV,0,0
Rate Realities_News_July 2025,#405,NetComCableTV,0,0
Rate Realities_News_July 2025,#406,null,0,0
Rate Realities_News_July 2025,#406,NetComCableTV,0,0
Rate Realities_News_July 2025,#5 Texas vs #4 Arizona State,null,0,0
Rate Realities_News_July 2025,#5 Texas vs #4 Arizona State,SECNETWORK,0,0
Rate Realities_News_July 2025,#8 Ohio State vs #7 Notre Dame,null,0,0
Rate Realities_News_July 2025,#8 Ohio State vs #7 Notre Dame,ESPN,0,0
Rate Realities_News_July 2025,#AMFAD: All My Friends Are Dead,null,0,0
Rate Realities_News_July 2025,#BareItAll^6,null,0,0
Rate Realities_News_July 2025,#Blessed,null,0,0
Rate Realities_News_July 2025,#Blessed,Lionsgate,0,0
Rate Realities_News_July 2025,#Digital Lives Matter,null,0,0
Rate Realities_News_July 2025,#FamilyDayDrama^9,null,0,0
Rate Realities_News_July 2025,#GettheLook - Back to Basics: Blush & Brows,QVC,0,0
Rate Realities_News_July 2025,#GettheLook - Get the ABCs of Skincare ft. SKINN Cosmetics,Tablo,0,0
Rate Realities_News_July 2025,#HellishHangover,FilmRise,0,0
Rate Realities_News_July 2025,#HellishHangover,Filmrise,0,0
Rate Realities_News_July 2025,#Horror,null,0,0
Rate Realities_News_July 2025,#LoveSwag,null,0,0
Rate Realities_News_July 2025,#MAMASTHECOOLEST,warnerbros,0,0
Rate Realities_News_July 2025,#MeToo A Movement That Changed The World,Docurama,0,0
Rate Realities_News_July 2025,#MoiAussi et cancellation: les d nonciations sur les r seaux sociaux sont-elles plus utiles ou nuisibles?,Bell Media,0,0
Rate Realities_News_July 2025,#Nina's Trending,null,0,0
Rate Realities_News_July 2025,#Nina's Trending,PROJECT RUNWAY,0,0
Rate Realities_News_July 2025,#Nina's Trending,spyglassmediagroup,0,0
Rate Realities_News_July 2025,#SofiEn: Calle Corrientes y San Telmo,null,0,0
Rate Realities_News_July 2025,#SofiEn: Calle Corrientes y San Telmo,Tastemade,0,0
Rate Realities_News_July 2025,"#SofiEn: Dulce de Leche, Helado, y sorpresa Espa ola!",null,0,0
Rate Realities_News_July 2025,#SofiEn: La Boca y el Barrio Chino,null,0,0
Rate Realities_News_July 2025,"#SofiEn: Tigre, Palermo y Abasto",null,0,0
Rate Realities_News_July 2025,#Victoria,null,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Are You Scared?,Trusted Media Brands,0,0
Rate Realities_News_July 2025,"#WORSTFEARS | Birds, Spiders, Clowns. Oh My!",Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Do These Scare You?,TRUSTED MEDIA BRANDS,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Do These Scare You?,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Fear Takes Over,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Fight or Flight,TRUSTED MEDIA BRANDS,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Fight or Flight,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Scary or Terrifying?,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Terrifying Animals,TRUSTED MEDIA BRANDS,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Terrifying Animals,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Terrifying Fails,TRUSTED MEDIA BRANDS,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Terrifying Fails,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | This Scares Me!,TRUSTED MEDIA BRANDS,0,0
Rate Realities_News_July 2025,#WORSTFEARS | This Scares Me!,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Weather Can Be Scary!,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | What Do You Fear?,TRUSTED MEDIA BRANDS,0,0
Rate Realities_News_July 2025,#WORSTFEARS | What Do You Fear?,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | What Scares You?,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Worst Fears,TRUSTED MEDIA BRANDS,0,0
Rate Realities_News_July 2025,#WORSTFEARS | Worst Fears,Trusted Media Brands,0,0
Rate Realities_News_July 2025,#identity/crisis,null,0,0
Rate Realities_News_July 2025,#identity/crisis,VIZIO,0,0
Rate Realities_News_July 2025,#livingwhileblack,CNN_US,0,0
Rate Realities_News_July 2025,#livingwhileblack,Warner Bros Discovery,0,0
Rate Realities_News_July 2025,#makehistory,null,0,0
Rate Realities_News_July 2025,#makehistory,Lionsgate,0,0
Rate Realities_News_July 2025,#nothingpersonal,null,0,0
Rate Realities_News_July 2025,#nothingpersonal,Lionsgate,0,0
Rate Realities_News_July 2025,#privacyplease,null,0,0
Rate Realities_News_July 2025,#privacyplease,Lionsgate,0,0
Rate Realities_News_July 2025,#privacyplease,VIZIO,0,0
Rate Realities_News_July 2025,#scaredsh*tless,null,0,0
Rate Realities_News_July 2025,#slipperyslope,null,0,0
Rate Realities_News_July 2025,#stayhome vol.143 FlowBack,null,0,0
Rate Realities_News_July 2025,#thesystemisbroken,null,0,0
Rate Realities_News_July 2025,#truthorconsequences,null,0,0
Rate Realities_News_July 2025,#undecided,null,0,0
Rate Realities_News_July 2025,#undecided,Lionsgate,0,0
Rate Realities_News_July 2025,#whocares,null,0,0
Rate Realities_News_July 2025,"$1 vs. $1,000,000 Secret Gaming Base! / Weirdest Products",null,0,0
Rate Realities_News_July 2025,$1 vs. $5M Car / Bolder CoD,null,0,0
Rate Realities_News_July 2025,"$1,000 TV Prize",null,0,0
Rate Realities_News_July 2025,$1.2 Billion Scam: Ft. Frauderdale,null,0,0
Rate Realities_News_July 2025,$10 Noodles Vs. $94 Noodles,Buzzfeed,0,0
Rate Realities_News_July 2025,"$10,000 for a Massacre",STORMCAST,0,0
Rate Realities_News_July 2025,"$100,000 - Act 1",null,0,0
Rate Realities_News_July 2025,"$100,000 Dollars For Lassiter (dollars For A Fast Gun)",Midnight Pulp,0,0
Rate Realities_News_July 2025,$100K 2-7 NL: Day 2,null,0,0
Rate Realities_News_July 2025,$100K NLH Main Event Jeju 2025,null,0,0
Rate Realities_News_July 2025,$100K NLH Main Event Jeju 2025,C15 Studio,0,0
Rate Realities_News_July 2025,$100k Main Event Montenegro,null,0,0
Rate Realities_News_July 2025,$100k Main Event Montenegro,C15 Studio,0,0
Rate Realities_News_July 2025,$100k NLH 8-Handed: Cyprus 2022,null,0,0
Rate Realities_News_July 2025,$100k NLH 8-Handed: Cyprus 2022,C15 Studio,0,0
Rate Realities_News_July 2025,$100k NLH 8-Handed: Montenegro 2024,null,0,0
Rate Realities_News_July 2025,$100k NLH 8-Handed: Montenegro 2024,C15 Studio,0,0
Rate Realities_News_July 2025,$100k NLH Main Event Bahamas 2024,null,0,0
Rate Realities_News_July 2025,$100k NLH Main Event Bahamas 2024,C15 Studio,0,0
Rate Realities_News_July 2025,$100k PLO Main Event Montenegro,null,0,0
Rate Realities_News_July 2025,$100k PLO Main Event Montenegro,C15 Studio,0,0
Rate Realities_News_July 2025,$100k PLO Main Event: Jeju 2025,null,0,0
Rate Realities_News_July 2025,$100k PLO Main Event: Montenegro 2024,null,0,0
Rate Realities_News_July 2025,$100k PLO Main Event: Montenegro 2024,C15 Studio,0,0
Rate Realities_News_July 2025,$107 vs $15 Lobster Roll: Pro Chef & Home Cook Swap Ingredients,null,0,0
Rate Realities_News_July 2025,$125k NLH 7-Handed: Jeju 2025,null,0,0
Rate Realities_News_July 2025,$125k NLH 7-Handed: Jeju 2025,1,0,0
Rate Realities_News_July 2025,$125k NLH 7-Handed: Jeju 2025,C15 Studio,0,0
Rate Realities_News_July 2025,$128 Hot Pot Vs. $798 Meat Board,Buzzfeed,0,0
Rate Realities_News_July 2025,$143 vs $14 Bacon & Eggs: Pro Chef & Home Cook Swap Ingredients,null,0,0
Rate Realities_News_July 2025,"$150,000 Jeep Goes Off-Road, Top Trailer and Transport Tips",null,0,0
Rate Realities_News_July 2025,"$150,000 Jeep Goes Off-Road, Top Trailer and Transport Tips",mavtv,0,0
Rate Realities_News_July 2025,$150K NLH 8-Handed Jeju 2025,null,0,0
Rate Realities_News_July 2025,$150K NLH 8-Handed Jeju 2025,C15 Studio,0,0
Rate Realities_News_July 2025,$150k NLH 8-Handed Montenegro,null,0,0
Rate Realities_News_July 2025,$150k NLH 8-Handed: Monte Carlo 2024,null,0,0
Rate Realities_News_July 2025,$15k NLH 8-Handed: Jeju 2025,null,0,0
Rate Realities_News_July 2025,$17 Million and Change,null,0,0
